seed,scenario,round,q_state_key,q_state_seen,available_actions,best_q_margin,near_tie,planner_action,planner_reward
500000,need_based,0,"0,3,1,1,0,0,0",1,7,2.8210064905575054,0,central_full,0.0
500000,need_based,1,"0,2,2,1,0,0,6",1,7,3.1070193628291105,0,equity_cap2,0.0
500000,need_based,2,"0,1,1,3,0,0,5",1,1,,0,bilateral_3pass,0.44999999999999996
500000,need_based,3,"0,2,1,1,0,0,0",1,3,2.8357528369324294,0,subsidized_catch_up,0.9000000000000001
500000,need_based,4,"0,1,2,1,0,1,3",1,1,,0,bilateral_3pass,0.0
500000,need_based,5,"1,1,1,3,0,1,0",1,1,,0,bilateral_3pass,0.0
500000,need_based,6,"1,2,2,1,0,2,0",1,3,4.253866399751262,0,subsidized_catch_up,0.7499999999999996
500000,need_based,7,"1,1,1,1,0,1,3",1,1,,0,bilateral_3pass,0.75
500000,need_based,8,"1,1,1,3,1,1,0",1,1,,0,bilateral_3pass,0.15000000000000036
500000,need_based,9,"1,2,1,1,1,2,0",1,3,2.8041501097680195,0,clearinghouse,0.44999999999999973
500000,need_based,10,"2,1,1,2,1,2,1",1,2,3.585069397979412,0,bilateral_3pass,2.2000000000000006
500000,need_based,11,"2,2,1,2,1,1,0",1,3,2.392081295298059,0,clearinghouse,0.7499999999999991
500000,need_based,12,"2,1,0,2,2,1,1",1,1,,0,bilateral_3pass,2.1000000000000005
500000,need_based,13,"2,1,2,2,2,1,0",1,1,,0,bilateral_3pass,1.6499999999999986
500000,need_based,14,"2,2,1,3,2,1,0",1,3,2.4288966141981447,0,subsidized_catch_up,1.7000000000000028
500000,need_based,15,"3,1,2,3,2,1,3",1,1,,0,bilateral_3pass,3.9499999999999975
500000,need_based,16,"3,1,1,3,2,1,0",1,1,,0,bilateral_3pass,1.950000000000001
500000,need_based,17,"3,2,0,3,2,1,0",1,3,0.9508637070924841,0,clearinghouse,3.0
500000,need_based,18,"3,1,2,3,2,0,1",1,1,,0,bilateral_3pass,3.0
500000,need_based,19,"3,1,0,2,2,1,0",1,1,,0,bilateral_3pass,0.8999999999999986
500000,cooperative,0,"0,3,1,1,0,0,0",1,7,2.8210064905575054,0,central_full,0.0
500000,cooperative,1,"0,2,2,3,0,0,6",1,6,1.2713031221723816,0,public_pool,0.30000000000000004
500000,cooperative,2,"0,1,1,2,0,0,2",1,1,,0,bilateral_3pass,0.1499999999999999
500000,cooperative,3,"0,1,1,1,0,0,0",1,1,,0,bilateral_3pass,0.15000000000000013
500000,cooperative,4,"0,2,2,2,0,1,0",1,3,2.5875057259586622,0,clearinghouse,0.0
500000,cooperative,5,"1,1,1,3,0,1,1",1,1,,0,bilateral_3pass,1.05
500000,cooperative,6,"1,1,1,3,0,0,0",1,1,,0,bilateral_3pass,1.0999999999999999
500000,cooperative,7,"1,2,1,1,0,0,0",1,3,3.0986957968599222,0,subsidized_catch_up,1.5
500000,cooperative,8,"1,1,1,3,1,0,3",1,2,4.914058894168442,0,bilateral_3pass,1.0
500000,cooperative,9,"1,2,2,2,1,0,0",1,3,3.8974189946954616,0,clearinghouse,0.15000000000000036
500000,cooperative,10,"2,1,1,3,1,1,1",1,1,,0,bilateral_3pass,2.8499999999999996
500000,cooperative,11,"2,1,2,3,1,1,0",1,1,,0,bilateral_3pass,0.0
500000,cooperative,12,"2,2,2,3,1,1,0",1,3,2.648717164224542,0,bilateral_3pass,1.1999999999999993
500000,cooperative,13,"2,2,1,3,2,1,0",1,6,2.4288966141981447,0,subsidized_catch_up,0.75
500000,cooperative,14,"2,2,1,3,2,2,3",1,3,4.564683244162346,0,bilateral_3pass,1.6500000000000021
500000,cooperative,15,"3,2,1,2,2,1,0",1,6,1.0642564352187707,0,bilateral_3pass,1.6499999999999986
500000,cooperative,16,"3,2,0,2,2,1,0",1,6,2.2104054611828063,0,clearinghouse,1.5
500000,cooperative,17,"3,2,1,3,2,1,1",1,3,2.4940356626404467,0,clearinghouse,1.2000000000000028
500000,cooperative,18,"3,1,1,3,2,1,1",1,2,2.144731729775243,0,bilateral_3pass,2.8499999999999943
500000,cooperative,19,"3,2,1,3,2,1,0",1,3,0.5601886461449448,0,bilateral_3pass,1.5
500000,hoarding,0,"0,3,1,1,0,0,0",1,7,2.8210064905575054,0,central_full,0.0
500000,hoarding,1,"0,2,2,1,0,0,6",1,7,3.1070193628291105,0,equity_cap2,0.0
500000,hoarding,2,"0,1,1,1,0,0,5",1,1,,0,bilateral_3pass,0.0
500000,hoarding,3,"0,2,1,1,0,0,0",1,3,2.8357528369324294,0,subsidized_catch_up,0.44999999999999996
500000,hoarding,4,"0,1,2,1,0,0,3",1,1,,0,bilateral_3pass,0.0
500000,hoarding,5,"1,1,1,3,0,0,0",1,1,,0,bilateral_3pass,1.05
500000,hoarding,6,"1,2,1,1,1,1,0",1,3,2.7007798100413405,0,bilateral_3pass,0.9000000000000004
500000,hoarding,7,"1,2,1,1,1,1,0",1,6,2.7007798100413405,0,bilateral_3pass,0.75
500000,hoarding,8,"1,2,2,1,1,1,0",1,6,3.8561543724595735,0,bilateral_3pass,0.1499999999999999
500000,hoarding,9,"1,3,1,1,1,1,0",1,7,4.570481328585051,0,clearinghouse,1.1999999999999997
500000,hoarding,10,"2,2,0,2,2,1,1",1,6,3.339010265206963,0,clearinghouse,1.5
500000,hoarding,11,"2,2,2,2,2,1,1",1,3,5.803380539102448,0,bilateral_3pass,1.9499999999999993
500000,hoarding,12,"2,2,1,1,2,2,0",1,6,2.5006031237368385,0,subsidized_catch_up,1.6500000000000021
500000,hoarding,13,"2,1,2,1,2,1,3",1,2,3.0445648837535186,0,bilateral_3pass,1.6499999999999986
500000,hoarding,14,"2,2,1,1,2,1,0",1,3,1.8196685125250216,0,bilateral_3pass,0.8999999999999986
500000,hoarding,15,"3,2,2,2,2,0,0",1,6,3.2136090471297134,0,clearinghouse,3.5
500000,hoarding,16,"3,1,1,1,2,1,1",1,2,2.4683356085710106,0,bilateral_3pass,1.2000000000000028
500000,hoarding,17,"3,2,1,2,2,1,0",1,3,1.0642564352187707,0,bilateral_3pass,0.44999999999999574
500000,hoarding,18,"3,2,0,2,2,2,0",1,6,1.6292466085952766,0,bilateral_3pass,1.6500000000000057
500000,hoarding,19,"3,2,1,1,2,2,0",1,6,1.0778716478957495,0,subsidized_catch_up,1.3499999999999943
500000,mixed,0,"0,3,1,1,0,0,0",1,7,2.8210064905575054,0,central_full,0.0
500000,mixed,1,"0,2,2,1,0,0,6",1,6,3.1070193628291105,0,equity_cap2,0.30000000000000004
500000,mixed,2,"0,1,1,1,0,0,5",1,1,,0,bilateral_3pass,0.1499999999999999
500000,mixed,3,"0,1,1,1,0,0,0",1,1,,0,bilateral_3pass,0.0
500000,mixed,4,"0,2,2,1,0,1,0",1,3,3.29915588429758,0,bilateral_3pass,0.0
500000,mixed,5,"1,2,1,1,0,1,0",1,6,2.636598030130843,0,subsidized_catch_up,1.2000000000000002
500000,mixed,6,"1,1,1,1,0,1,3",1,2,3.228100158708177,0,bilateral_3pass,0.0
500000,mixed,7,"1,2,2,2,0,1,0",1,3,2.4752077477030463,0,bilateral_3pass,0.7500000000000002
500000,mixed,8,"1,2,2,1,1,1,0",1,6,3.8561543724595735,0,bilateral_3pass,1.5499999999999994
500000,mixed,9,"1,2,2,2,1,1,0",1,6,2.75377589976235,0,bilateral_3pass,1.350000000000001
500000,mixed,10,"2,3,2,3,1,1,0",1,7,5.988824030317943,0,subsidized_catch_up,0.8999999999999986
500000,mixed,11,"2,2,2,1,1,1,3",1,6,4.8995789480489815,0,bilateral_3pass,1.0500000000000007
500000,mixed,12,"2,2,1,2,2,0,0",1,6,3.920328745032609,0,bilateral_3pass,1.6499999999999986
500000,mixed,13,"2,3,1,3,2,1,0",1,7,3.801101824761604,0,public_pool,0.75
500000,mixed,14,"2,2,1,1,2,2,2",1,4,3.5866980225358867,0,bilateral_3pass,0.45000000000000284
500000,mixed,15,"3,2,2,2,2,2,0",1,6,1.5597271070544005,0,bilateral_3pass,3.5999999999999996
500000,mixed,16,"3,2,1,1,2,1,0",1,6,1.0208253372847969,0,clearinghouse,1.1999999999999975
500000,mixed,17,"3,2,0,3,2,1,1",1,3,4.376788011046436,0,clearinghouse,2.3999999999999986
500000,mixed,18,"3,1,1,3,2,1,1",1,2,2.144731729775243,0,bilateral_3pass,1.2000000000000028
500000,mixed,19,"3,2,1,2,2,2,0",1,3,1.1188521978551371,0,clearinghouse,0.8500000000000014
500000,need_based_to_competitive,0,"0,3,1,1,0,0,0",1,7,2.8210064905575054,0,central_full,0.0
500000,need_based_to_competitive,1,"0,2,2,1,0,0,6",1,7,3.1070193628291105,0,equity_cap2,0.0
500000,need_based_to_competitive,2,"0,1,1,3,0,0,5",1,1,,0,bilateral_3pass,0.44999999999999996
500000,need_based_to_competitive,3,"0,2,1,1,0,0,0",1,3,2.8357528369324294,0,subsidized_catch_up,0.9000000000000001
500000,need_based_to_competitive,4,"0,1,2,1,0,1,3",1,1,,0,bilateral_3pass,0.0
500000,need_based_to_competitive,5,"1,1,1,3,0,1,0",1,1,,0,bilateral_3pass,0.0
500000,need_based_to_competitive,6,"1,2,2,1,0,2,0",1,3,4.253866399751262,0,subsidized_catch_up,0.7499999999999996
500000,need_based_to_competitive,7,"1,1,1,1,0,1,3",1,1,,0,bilateral_3pass,0.75
500000,need_based_to_competitive,8,"1,1,1,3,1,1,0",1,1,,0,bilateral_3pass,0.15000000000000036
500000,need_based_to_competitive,9,"1,2,1,1,1,2,0",1,3,2.8041501097680195,0,clearinghouse,0.44999999999999973
500000,need_based_to_competitive,10,"2,1,1,1,1,2,1",1,2,3.686716467683106,0,bilateral_3pass,2.600000000000001
500000,need_based_to_competitive,11,"2,2,1,3,2,2,0",1,3,2.6382951204704232,0,bilateral_3pass,1.3499999999999988
500000,need_based_to_competitive,12,"2,2,2,1,2,2,0",1,6,3.3306433182377546,0,bilateral_3pass,1.0499999999999998
500000,need_based_to_competitive,13,"2,2,1,1,2,2,0",1,6,2.5006031237368385,0,subsidized_catch_up,0.75
500000,need_based_to_competitive,14,"2,2,1,2,2,2,3",1,6,5.180193344023334,0,bilateral_3pass,1.6500000000000021
500000,need_based_to_competitive,15,"3,2,2,1,2,2,0",1,6,1.5908806496189332,0,bilateral_3pass,1.1999999999999993
500000,need_based_to_competitive,16,"3,3,1,3,2,1,0",1,7,1.7020183816999976,0,bilateral_3pass,2.9499999999999993
500000,need_based_to_competitive,17,"3,3,1,1,2,1,0",1,7,3.0856648131567606,0,central_full,1.2000000000000028
500000,need_based_to_competitive,18,"3,1,1,2,2,2,6",1,1,,0,bilateral_3pass,2.0999999999999943
500000,need_based_to_competitive,19,"3,2,1,3,2,2,0",1,3,1.1821610919746135,0,bilateral_3pass,1.6500000000000057
500000,cooperative_to_hoarding,0,"0,3,1,1,0,0,0",1,7,2.8210064905575054,0,central_full,0.0
500000,cooperative_to_hoarding,1,"0,2,2,3,0,0,6",1,6,1.2713031221723816,0,public_pool,0.30000000000000004
500000,cooperative_to_hoarding,2,"0,1,1,2,0,0,2",1,1,,0,bilateral_3pass,0.1499999999999999
500000,cooperative_to_hoarding,3,"0,1,1,1,0,0,0",1,1,,0,bilateral_3pass,0.15000000000000013
500000,cooperative_to_hoarding,4,"0,2,2,2,0,1,0",1,3,2.5875057259586622,0,clearinghouse,0.0
500000,cooperative_to_hoarding,5,"1,1,1,3,0,1,1",1,1,,0,bilateral_3pass,1.05
500000,cooperative_to_hoarding,6,"1,1,1,3,0,0,0",1,1,,0,bilateral_3pass,1.0999999999999999
500000,cooperative_to_hoarding,7,"1,2,1,1,0,0,0",1,3,3.0986957968599222,0,subsidized_catch_up,1.5
500000,cooperative_to_hoarding,8,"1,1,1,3,1,0,3",1,2,4.914058894168442,0,bilateral_3pass,1.0
500000,cooperative_to_hoarding,9,"1,2,2,2,1,0,0",1,3,3.8974189946954616,0,clearinghouse,0.15000000000000036
500000,cooperative_to_hoarding,10,"2,1,1,1,1,1,1",1,1,,0,bilateral_3pass,1.6500000000000004
500000,cooperative_to_hoarding,11,"2,1,2,1,1,1,0",1,1,,0,bilateral_3pass,0.0
500000,cooperative_to_hoarding,12,"2,2,2,2,1,2,0",1,3,3.162654989083455,0,bilateral_3pass,0.4499999999999993
500000,cooperative_to_hoarding,13,"2,2,1,1,1,2,0",1,6,2.6268177189037214,0,subsidized_catch_up,1.1999999999999993
500000,cooperative_to_hoarding,14,"2,1,1,1,1,2,3",1,2,2.2704001492446837,0,bilateral_3pass,0.4499999999999993
500000,cooperative_to_hoarding,15,"3,2,1,3,1,2,0",1,3,2.1155944323683578,0,bilateral_3pass,2.8500000000000014
500000,cooperative_to_hoarding,16,"3,2,1,2,2,1,0",1,6,1.0642564352187707,0,bilateral_3pass,0.4499999999999993
500000,cooperative_to_hoarding,17,"3,2,1,1,2,1,0",1,6,1.0208253372847969,0,clearinghouse,1.1999999999999993
500000,cooperative_to_hoarding,18,"3,2,1,2,2,2,1",1,6,2.839578622742601,0,bilateral_3pass,1.9500000000000028
500000,cooperative_to_hoarding,19,"3,2,1,1,2,2,0",1,6,1.0778716478957495,0,subsidized_catch_up,0.8999999999999986
500001,need_based,0,"0,3,1,1,0,0,0",1,7,2.8210064905575054,0,central_full,0.0
500001,need_based,1,"0,2,1,3,0,0,6",1,6,3.631957650981043,0,clearinghouse,0.0
500001,need_based,2,"0,1,1,1,0,1,1",1,2,3.629316553939528,0,bilateral_3pass,0.0
500001,need_based,3,"0,2,1,1,0,1,0",1,3,2.8668076742461865,0,bilateral_3pass,0.44999999999999996
500001,need_based,4,"0,2,1,2,0,1,0",1,6,2.851695770829232,0,bilateral_3pass,0.15000000000000013
500001,need_based,5,"1,2,1,1,0,1,0",1,6,2.636598030130843,0,subsidized_catch_up,0.1499999999999999
500001,need_based,6,"1,2,2,2,0,1,3",1,6,3.5784669696414655,0,bilateral_3pass,1.75
500001,need_based,7,"1,2,2,3,0,1,0",1,6,2.514579073573837,0,bilateral_3pass,1.5999999999999996
500001,need_based,8,"1,3,1,1,0,0,0",1,7,3.3918375314075,0,central_full,0.5999999999999996
500001,need_based,9,"1,1,2,3,1,0,6",1,1,,0,bilateral_3pass,0.3000000000000007
500001,need_based,10,"2,2,1,3,1,1,0",1,3,2.7993464924259364,0,bilateral_3pass,1.3499999999999996
500001,need_based,11,"2,2,1,3,1,1,0",1,6,2.7993464924259364,0,bilateral_3pass,2.4000000000000004
500001,need_based,12,"2,2,0,2,2,1,0",1,6,3.1428960064563283,0,subsidized_catch_up,2.1000000000000014
500001,need_based,13,"2,2,0,2,2,1,3",1,3,4.673433801596488,0,clearinghouse,0.8999999999999986
500001,need_based,14,"2,1,1,1,2,1,1",1,1,,0,bilateral_3pass,1.6499999999999986
500001,need_based,15,"3,1,1,3,2,1,0",1,1,,0,bilateral_3pass,3.5
500001,need_based,16,"3,2,1,3,2,1,0",1,3,0.5601886461449448,0,bilateral_3pass,3.3000000000000043
500001,need_based,17,"3,2,0,3,2,1,0",1,6,0.9508637070924841,0,clearinghouse,4.099999999999994
500001,need_based,18,"3,1,2,2,2,0,1",1,2,4.657840768141037,0,bilateral_3pass,1.9500000000000028
500001,need_based,19,"3,2,1,2,2,1,0",1,3,1.0642564352187707,0,bilateral_3pass,4.0
500001,cooperative,0,"0,3,1,3,0,0,0",1,7,2.270371877605315,0,equity_cap2,0.0
500001,cooperative,1,"0,2,1,3,0,0,5",1,6,3.4263577204433875,0,subsidized_catch_up,0.0
500001,cooperative,2,"0,2,2,2,0,1,3",1,3,4.121288006564576,0,bilateral_3pass,0.15000000000000002
500001,cooperative,3,"0,2,1,2,0,1,0",1,6,2.851695770829232,0,bilateral_3pass,0.45000000000000007
500001,cooperative,4,"0,2,1,3,0,1,0",1,6,2.5765007101099284,0,bilateral_3pass,0.2999999999999998
500001,cooperative,5,"1,3,1,3,0,1,0",1,7,5.419006556963527,0,clearinghouse,0.7000000000000002
500001,cooperative,6,"1,2,1,2,0,1,1",1,6,5.770676273132673,0,subsidized_catch_up,1.4499999999999997
500001,cooperative,7,"1,1,2,3,0,0,3",1,2,3.821208010924076,0,bilateral_3pass,0.7000000000000002
500001,cooperative,8,"1,2,1,2,0,0,0",1,3,2.926722502095486,0,bilateral_3pass,0.0
500001,cooperative,9,"1,2,1,1,0,1,0",1,6,2.636598030130843,0,subsidized_catch_up,1.0500000000000007
500001,cooperative,10,"2,1,1,1,0,2,3",1,2,3.423788122580091,0,bilateral_3pass,1.1999999999999993
500001,cooperative,11,"2,2,2,3,1,2,0",1,3,2.7309999729231365,0,bilateral_3pass,1.9499999999999993
500001,cooperative,12,"2,2,2,2,1,2,0",1,6,3.162654989083455,0,bilateral_3pass,0.9000000000000021
500001,cooperative,13,"2,2,1,3,2,2,0",1,6,2.6382951204704232,0,bilateral_3pass,2.25
500001,cooperative,14,"2,3,1,2,1,1,0",1,7,3.684429892116486,0,public_pool,0.75
500001,cooperative,15,"3,2,1,2,1,2,2",1,4,3.2585840738154235,0,bilateral_3pass,0.8999999999999986
500001,cooperative,16,"3,2,0,3,2,2,0",1,6,1.6729015494768404,0,bilateral_3pass,1.3500000000000014
500001,cooperative,17,"3,2,2,3,2,2,0",1,6,2.006040129594946,0,bilateral_3pass,2.3999999999999986
500001,cooperative,18,"3,3,1,3,2,2,0",1,7,2.0306933117947956,0,clearinghouse,1.9500000000000028
500001,cooperative,19,"3,2,2,2,2,2,1",1,6,4.717351304158688,0,subsidized_catch_up,1.6499999999999986
500001,hoarding,0,"0,3,1,1,0,0,0",1,7,2.8210064905575054,0,central_full,0.0
500001,hoarding,1,"0,2,1,1,0,0,6",1,6,1.3351019481469555,0,equity_cap2,0.0
500001,hoarding,2,"0,1,2,1,0,1,5",1,1,,0,bilateral_3pass,0.0
500001,hoarding,3,"0,1,1,1,0,1,0",1,1,,0,bilateral_3pass,0.15000000000000002
500001,hoarding,4,"0,2,0,1,0,1,0",1,3,2.8287814248742915,0,clearinghouse,0.29999999999999993
500001,hoarding,5,"1,1,2,1,0,1,1",1,2,3.314147201561738,0,bilateral_3pass,0.0
500001,hoarding,6,"1,2,1,1,0,1,0",1,3,2.636598030130843,0,subsidized_catch_up,0.15000000000000013
500001,hoarding,7,"1,1,1,1,0,2,3",1,1,,0,bilateral_3pass,0.75
500001,hoarding,8,"1,1,1,1,0,2,0",1,1,,0,bilateral_3pass,0.0
500001,hoarding,9,"1,2,2,1,0,2,0",1,3,4.253866399751262,0,subsidized_catch_up,1.15
500001,hoarding,10,"2,1,2,2,0,2,3",1,1,,0,bilateral_3pass,2.5
500001,hoarding,11,"2,1,1,2,1,2,0",1,1,,0,bilateral_3pass,0.75
500001,hoarding,12,"2,2,2,1,1,1,0",1,3,2.9444944232565096,0,subsidized_catch_up,2.0500000000000007
500001,hoarding,13,"2,1,1,2,1,1,3",1,1,,0,bilateral_3pass,0.5999999999999979
500001,hoarding,14,"2,1,2,1,1,2,0",1,1,,0,bilateral_3pass,0.0
500001,hoarding,15,"3,2,1,1,1,2,0",1,3,1.610184048030252,0,bilateral_3pass,0.75
500001,hoarding,16,"3,2,1,2,2,2,0",1,6,1.1188521978551371,0,clearinghouse,1.2000000000000028
500001,hoarding,17,"3,1,0,1,2,2,1",1,2,2.0435004803084422,0,bilateral_3pass,1.3499999999999979
500001,hoarding,18,"3,2,0,2,2,2,0",1,3,1.6292466085952766,0,bilateral_3pass,2.5500000000000007
500001,hoarding,19,"3,2,1,1,2,2,0",1,6,1.0778716478957495,0,subsidized_catch_up,1.049999999999999
500001,mixed,0,"0,3,1,1,0,0,0",1,7,2.8210064905575054,0,central_full,0.0
500001,mixed,1,"0,2,1,1,0,0,6",1,6,1.3351019481469555,0,equity_cap2,0.15000000000000002
500001,mixed,2,"0,1,2,1,0,1,5",1,1,,0,bilateral_3pass,0.0
500001,mixed,3,"0,1,1,1,0,1,0",1,1,,0,bilateral_3pass,0.15000000000000002
500001,mixed,4,"0,2,1,1,0,1,0",1,3,2.8668076742461865,0,bilateral_3pass,0.1499999999999999
500001,mixed,5,"1,2,2,1,0,1,0",1,6,2.9194010748510166,0,bilateral_3pass,0.0
500001,mixed,6,"1,2,2,1,0,1,0",1,6,2.9194010748510166,0,bilateral_3pass,0.15000000000000013
500001,mixed,7,"1,3,2,2,0,1,0",1,7,5.193841600182601,0,clearinghouse,2.15
500001,mixed,8,"1,2,2,3,0,0,1",1,6,5.285829808727557,0,bilateral_3pass,0.5999999999999996
500001,mixed,9,"1,2,2,2,1,1,0",1,6,2.75377589976235,0,bilateral_3pass,1.950000000000001
500001,mixed,10,"2,3,1,1,1,1,0",1,7,2.65817362514094,0,central_full,1.549999999999999
500001,mixed,11,"2,1,2,1,1,1,6",1,1,,0,bilateral_3pass,0.15000000000000036
500001,mixed,12,"2,2,1,3,1,2,0",1,3,3.133084014916591,0,bilateral_3pass,1.0
500001,mixed,13,"2,2,2,1,1,1,0",1,6,2.9444944232565096,0,subsidized_catch_up,0.14999999999999858
500001,mixed,14,"2,1,1,1,1,2,3",1,2,2.2704001492446837,0,bilateral_3pass,0.9000000000000021
500001,mixed,15,"3,2,2,3,2,2,0",1,3,2.006040129594946,0,bilateral_3pass,2.5
500001,mixed,16,"3,2,1,2,1,2,0",1,6,1.9989330074300096,0,clearinghouse,2.599999999999998
500001,mixed,17,"3,1,1,2,2,2,1",1,2,2.9478553484865806,0,bilateral_3pass,3.6000000000000014
500001,mixed,18,"3,2,1,2,2,1,0",1,3,1.0642564352187707,0,bilateral_3pass,1.3500000000000014
500001,mixed,19,"3,2,1,2,2,2,0",1,6,1.1188521978551371,0,clearinghouse,1.7999999999999972
500001,need_based_to_competitive,0,"0,3,1,1,0,0,0",1,7,2.8210064905575054,0,central_full,0.0
500001,need_based_to_competitive,1,"0,2,1,3,0,0,6",1,6,3.631957650981043,0,clearinghouse,0.0
500001,need_based_to_competitive,2,"0,1,1,1,0,1,1",1,2,3.629316553939528,0,bilateral_3pass,0.0
500001,need_based_to_competitive,3,"0,2,1,1,0,1,0",1,3,2.8668076742461865,0,bilateral_3pass,0.44999999999999996
500001,need_based_to_competitive,4,"0,2,1,2,0,1,0",1,6,2.851695770829232,0,bilateral_3pass,0.15000000000000013
500001,need_based_to_competitive,5,"1,2,1,1,0,1,0",1,6,2.636598030130843,0,subsidized_catch_up,0.1499999999999999
500001,need_based_to_competitive,6,"1,2,2,2,0,1,3",1,6,3.5784669696414655,0,bilateral_3pass,1.75
500001,need_based_to_competitive,7,"1,2,2,3,0,1,0",1,6,2.514579073573837,0,bilateral_3pass,1.5999999999999996
500001,need_based_to_competitive,8,"1,3,1,1,0,0,0",1,7,3.3918375314075,0,central_full,0.5999999999999996
500001,need_based_to_competitive,9,"1,1,2,3,1,0,6",1,1,,0,bilateral_3pass,0.3000000000000007
500001,need_based_to_competitive,10,"2,2,1,2,1,1,0",1,3,2.392081295298059,0,clearinghouse,1.8000000000000007
500001,need_based_to_competitive,11,"2,1,1,1,1,1,1",1,1,,0,bilateral_3pass,0.8999999999999986
500001,need_based_to_competitive,12,"2,1,1,1,2,2,0",1,1,,0,bilateral_3pass,0.8500000000000014
500001,need_based_to_competitive,13,"2,2,1,1,2,2,0",1,3,2.5006031237368385,0,subsidized_catch_up,2.6999999999999993
500001,need_based_to_competitive,14,"2,1,1,2,2,2,3",1,1,,0,bilateral_3pass,1.3500000000000014
500001,need_based_to_competitive,15,"3,1,1,1,2,2,0",1,1,,0,bilateral_3pass,0.4499999999999993
500001,need_based_to_competitive,16,"3,2,0,1,2,2,0",1,3,1.3675723071630692,0,bilateral_3pass,2.9000000000000004
500001,need_based_to_competitive,17,"3,2,1,3,2,2,0",1,6,1.1821610919746135,0,bilateral_3pass,2.099999999999996
500001,need_based_to_competitive,18,"3,2,1,3,2,2,0",1,6,1.1821610919746135,0,bilateral_3pass,2.8500000000000014
500001,need_based_to_competitive,19,"3,3,1,1,2,1,0",1,7,3.0856648131567606,0,central_full,2.700000000000003
500001,cooperative_to_hoarding,0,"0,3,1,3,0,0,0",1,7,2.270371877605315,0,equity_cap2,0.0
500001,cooperative_to_hoarding,1,"0,2,1,3,0,0,5",1,6,3.4263577204433875,0,subsidized_catch_up,0.0
500001,cooperative_to_hoarding,2,"0,2,2,2,0,1,3",1,3,4.121288006564576,0,bilateral_3pass,0.15000000000000002
500001,cooperative_to_hoarding,3,"0,2,1,2,0,1,0",1,6,2.851695770829232,0,bilateral_3pass,0.45000000000000007
500001,cooperative_to_hoarding,4,"0,2,1,3,0,1,0",1,6,2.5765007101099284,0,bilateral_3pass,0.2999999999999998
500001,cooperative_to_hoarding,5,"1,3,1,3,0,1,0",1,7,5.419006556963527,0,clearinghouse,0.7000000000000002
500001,cooperative_to_hoarding,6,"1,2,1,2,0,1,1",1,6,5.770676273132673,0,subsidized_catch_up,1.4499999999999997
500001,cooperative_to_hoarding,7,"1,1,2,3,0,0,3",1,2,3.821208010924076,0,bilateral_3pass,0.7000000000000002
500001,cooperative_to_hoarding,8,"1,2,1,2,0,0,0",1,3,2.926722502095486,0,bilateral_3pass,0.0
500001,cooperative_to_hoarding,9,"1,2,1,1,0,1,0",1,6,2.636598030130843,0,subsidized_catch_up,1.0500000000000007
500001,cooperative_to_hoarding,10,"2,1,1,1,0,2,3",1,2,3.423788122580091,0,bilateral_3pass,0.75
500001,cooperative_to_hoarding,11,"2,2,2,1,1,2,0",1,3,2.9338038616554227,0,subsidized_catch_up,1.1999999999999993
500001,cooperative_to_hoarding,12,"2,1,2,1,1,2,3",1,1,,0,bilateral_3pass,0.75
500001,cooperative_to_hoarding,13,"2,1,1,1,1,2,0",1,1,,0,bilateral_3pass,0.4499999999999993
500001,cooperative_to_hoarding,14,"2,2,1,3,1,2,0",1,3,3.133084014916591,0,bilateral_3pass,0.4499999999999993
500001,cooperative_to_hoarding,15,"3,2,2,3,2,2,0",1,6,2.006040129594946,0,bilateral_3pass,1.8000000000000007
500001,cooperative_to_hoarding,16,"3,2,1,3,2,2,0",1,6,1.1821610919746135,0,bilateral_3pass,2.5500000000000007
500001,cooperative_to_hoarding,17,"3,3,1,1,2,1,0",1,7,3.0856648131567606,0,central_full,2.25
500001,cooperative_to_hoarding,18,"3,1,1,1,2,2,6",1,1,,0,bilateral_3pass,1.0499999999999972
500001,cooperative_to_hoarding,19,"3,1,1,1,2,2,0",1,1,,0,bilateral_3pass,3.6500000000000057
500002,need_based,0,"0,3,2,1,0,0,0",1,7,2.840651743797904,0,public_pool,0.15000000000000002
500002,need_based,1,"0,2,1,2,0,0,2",1,6,3.758562196550651,0,subsidized_catch_up,0.15000000000000002
500002,need_based,2,"0,2,1,2,0,0,3",1,3,3.2809507359291032,0,clearinghouse,0.1499999999999999
500002,need_based,3,"0,1,1,1,0,0,1",1,1,,0,bilateral_3pass,0.15000000000000013
500002,need_based,4,"0,1,1,2,0,1,0",1,1,,0,bilateral_3pass,0.1499999999999999
500002,need_based,5,"1,2,1,2,0,1,0",1,3,2.313498482737784,0,subsidized_catch_up,0.75
500002,need_based,6,"1,1,1,3,0,1,3",1,2,2.9798807138164163,0,bilateral_3pass,0.7000000000000002
500002,need_based,7,"1,2,1,1,0,1,0",1,3,2.636598030130843,0,subsidized_catch_up,0.4500000000000002
500002,need_based,8,"1,1,2,1,0,1,3",1,2,3.6459687622898884,0,bilateral_3pass,0.2999999999999998
500002,need_based,9,"1,2,2,3,0,1,0",1,3,2.514579073573837,0,bilateral_3pass,0.0
500002,need_based,10,"2,2,2,3,0,1,0",1,6,4.616528184210695,0,bilateral_3pass,2.8500000000000005
500002,need_based,11,"2,2,1,2,0,0,0",1,6,4.212594642562475,0,bilateral_3pass,0.4499999999999993
500002,need_based,12,"2,3,1,2,0,0,0",1,7,2.2506182624421616,0,subsidized_catch_up,0.0
