seed,scenario,scenario_label,agent_id,policy_class_name,score,infrastructure,production_sites,advanced_sites,innovation
500000,need_based,Need-based,0,NeedBasedTradePolicy,34,10,0,4,2
500000,need_based,Need-based,1,NeedBasedTradePolicy,17,11,0,2,1
500000,need_based,Need-based,2,NeedBasedTradePolicy,19,6,0,2,4
500000,need_based,Need-based,3,NeedBasedTradePolicy,25,7,1,2,4
500000,need_based,Need-based,4,NeedBasedTradePolicy,41,12,1,4,3
500000,cooperative,Cooperative,0,CooperativeTradePolicy,39,15,3,3,5
500000,cooperative,Cooperative,1,CooperativeTradePolicy,33,11,0,4,1
500000,cooperative,Cooperative,2,CooperativeTradePolicy,9,4,1,0,8
500000,cooperative,Cooperative,3,CooperativeTradePolicy,27,8,0,3,4
500000,cooperative,Cooperative,4,CooperativeTradePolicy,14,5,1,1,6
500000,hoarding,Hoarding,0,HoardingTradePolicy,46,13,1,5,7
500000,hoarding,Hoarding,1,HoardingTradePolicy,8,7,0,1,0
500000,hoarding,Hoarding,2,HoardingTradePolicy,12,5,1,1,1
500000,hoarding,Hoarding,3,HoardingTradePolicy,17,7,1,1,8
500000,hoarding,Hoarding,4,HoardingTradePolicy,39,16,3,3,4
500000,mixed,Mixed,0,HoardingTradePolicy,54,18,3,5,2
500000,mixed,Mixed,1,CompetitiveTradePolicy,18,12,0,2,2
500000,mixed,Mixed,2,CooperativeTradePolicy,6,3,1,0,3
500000,mixed,Mixed,3,SelfishTradePolicy,22,5,0,2,6
500000,mixed,Mixed,4,FairnessSensitiveTradePolicy,19,10,0,2,4
500000,need_based_to_competitive,Need-based → competitive,0,CompetitiveTradePolicy,25,11,2,2,4
500000,need_based_to_competitive,Need-based → competitive,1,CompetitiveTradePolicy,13,8,1,1,2
500000,need_based_to_competitive,Need-based → competitive,2,CompetitiveTradePolicy,9,3,1,0,8
500000,need_based_to_competitive,Need-based → competitive,3,CompetitiveTradePolicy,22,7,1,2,4
500000,need_based_to_competitive,Need-based → competitive,4,CompetitiveTradePolicy,49,13,1,5,5
500000,cooperative_to_hoarding,Cooperative → hoarding,0,HoardingTradePolicy,38,17,3,3,2
500000,cooperative_to_hoarding,Cooperative → hoarding,1,HoardingTradePolicy,19,13,1,2,0
500000,cooperative_to_hoarding,Cooperative → hoarding,2,HoardingTradePolicy,6,6,1,0,4
500000,cooperative_to_hoarding,Cooperative → hoarding,3,HoardingTradePolicy,20,6,2,1,8
500000,cooperative_to_hoarding,Cooperative → hoarding,4,HoardingTradePolicy,17,7,2,1,7
500001,need_based,Need-based,0,NeedBasedTradePolicy,25,7,1,2,5
500001,need_based,Need-based,1,NeedBasedTradePolicy,39,17,1,4,1
500001,need_based,Need-based,2,NeedBasedTradePolicy,27,8,0,3,4
500001,need_based,Need-based,3,NeedBasedTradePolicy,43,12,0,5,4
500001,need_based,Need-based,4,NeedBasedTradePolicy,26,7,0,3,2
500001,cooperative,Cooperative,0,CooperativeTradePolicy,25,6,1,2,5
500001,cooperative,Cooperative,1,CooperativeTradePolicy,27,8,0,3,3
500001,cooperative,Cooperative,2,CooperativeTradePolicy,36,11,2,3,5
500001,cooperative,Cooperative,3,CooperativeTradePolicy,30,10,1,3,4
500001,cooperative,Cooperative,4,CooperativeTradePolicy,6,6,1,0,4
500001,hoarding,Hoarding,0,HoardingTradePolicy,3,5,0,0,5
500001,hoarding,Hoarding,1,HoardingTradePolicy,23,9,3,1,8
500001,hoarding,Hoarding,2,HoardingTradePolicy,27,7,0,3,4
500001,hoarding,Hoarding,3,HoardingTradePolicy,30,9,0,3,6
500001,hoarding,Hoarding,4,HoardingTradePolicy,14,4,1,1,4
500001,mixed,Mixed,0,SelfishTradePolicy,33,10,1,3,5
500001,mixed,Mixed,1,CooperativeTradePolicy,14,8,1,1,4
500001,mixed,Mixed,2,HoardingTradePolicy,22,7,1,2,4
500001,mixed,Mixed,3,CompetitiveTradePolicy,25,6,1,2,8
500001,mixed,Mixed,4,FairnessSensitiveTradePolicy,22,9,1,2,3
500001,need_based_to_competitive,Need-based → competitive,0,CompetitiveTradePolicy,22,8,1,2,3
500001,need_based_to_competitive,Need-based → competitive,1,CompetitiveTradePolicy,35,9,0,4,3
500001,need_based_to_competitive,Need-based → competitive,2,CompetitiveTradePolicy,14,7,1,1,5
500001,need_based_to_competitive,Need-based → competitive,3,CompetitiveTradePolicy,44,10,1,4,9
500001,need_based_to_competitive,Need-based → competitive,4,CompetitiveTradePolicy,19,8,0,2,4
500001,cooperative_to_hoarding,Cooperative → hoarding,0,HoardingTradePolicy,34,12,4,2,4
500001,cooperative_to_hoarding,Cooperative → hoarding,1,HoardingTradePolicy,26,8,0,3,2
500001,cooperative_to_hoarding,Cooperative → hoarding,2,HoardingTradePolicy,25,10,2,2,4
500001,cooperative_to_hoarding,Cooperative → hoarding,3,HoardingTradePolicy,17,6,1,1,7
500001,cooperative_to_hoarding,Cooperative → hoarding,4,HoardingTradePolicy,11,4,0,1,6
500002,need_based,Need-based,0,NeedBasedTradePolicy,14,9,1,1,4
500002,need_based,Need-based,1,NeedBasedTradePolicy,33,10,1,3,4
500002,need_based,Need-based,2,NeedBasedTradePolicy,17,8,0,2,1
500002,need_based,Need-based,3,NeedBasedTradePolicy,14,6,1,1,7
500002,need_based,Need-based,4,NeedBasedTradePolicy,17,6,1,1,12
500002,cooperative,Cooperative,0,CooperativeTradePolicy,36,10,2,3,4
500002,cooperative,Cooperative,1,CooperativeTradePolicy,28,10,2,2,10
500002,cooperative,Cooperative,2,CooperativeTradePolicy,6,4,1,0,6
500002,cooperative,Cooperative,3,CooperativeTradePolicy,30,8,1,3,5
500002,cooperative,Cooperative,4,CooperativeTradePolicy,30,8,1,3,4
500002,hoarding,Hoarding,0,HoardingTradePolicy,6,3,1,0,5
500002,hoarding,Hoarding,1,HoardingTradePolicy,43,16,2,4,2
500002,hoarding,Hoarding,2,HoardingTradePolicy,30,8,1,3,3
500002,hoarding,Hoarding,3,HoardingTradePolicy,9,4,1,0,9
500002,hoarding,Hoarding,4,HoardingTradePolicy,19,7,0,2,5
500002,mixed,Mixed,0,FairnessSensitiveTradePolicy,33,12,2,3,4
500002,mixed,Mixed,1,HoardingTradePolicy,31,14,3,2,4
500002,mixed,Mixed,2,SelfishTradePolicy,19,6,0,2,5
500002,mixed,Mixed,3,CooperativeTradePolicy,14,4,1,1,4
500002,mixed,Mixed,4,CompetitiveTradePolicy,17,4,1,1,7
500002,need_based_to_competitive,Need-based → competitive,0,CompetitiveTradePolicy,22,9,1,2,4
500002,need_based_to_competitive,Need-based → competitive,1,CompetitiveTradePolicy,36,10,2,3,5
500002,need_based_to_competitive,Need-based → competitive,2,CompetitiveTradePolicy,17,6,2,1,4
500002,need_based_to_competitive,Need-based → competitive,3,CompetitiveTradePolicy,19,6,0,2,5
500002,need_based_to_competitive,Need-based → competitive,4,CompetitiveTradePolicy,17,6,1,1,7
500002,cooperative_to_hoarding,Cooperative → hoarding,0,HoardingTradePolicy,25,11,1,2,3
500002,cooperative_to_hoarding,Cooperative → hoarding,1,HoardingTradePolicy,28,10,3,2,5
500002,cooperative_to_hoarding,Cooperative → hoarding,2,HoardingTradePolicy,14,5,1,1,5
500002,cooperative_to_hoarding,Cooperative → hoarding,3,HoardingTradePolicy,17,5,1,1,12
500002,cooperative_to_hoarding,Cooperative → hoarding,4,HoardingTradePolicy,24,8,2,2,2
500003,need_based,Need-based,0,NeedBasedTradePolicy,11,5,0,1,6
500003,need_based,Need-based,1,NeedBasedTradePolicy,25,8,1,2,6
500003,need_based,Need-based,2,NeedBasedTradePolicy,17,7,2,1,4
500003,need_based,Need-based,3,NeedBasedTradePolicy,25,8,2,2,5
500003,need_based,Need-based,4,NeedBasedTradePolicy,33,8,1,3,3
500003,cooperative,Cooperative,0,CooperativeTradePolicy,47,17,3,4,4
500003,cooperative,Cooperative,1,CooperativeTradePolicy,23,10,3,1,8
500003,cooperative,Cooperative,2,CooperativeTradePolicy,11,5,0,1,5
500003,cooperative,Cooperative,3,CooperativeTradePolicy,26,9,0,3,2
500003,cooperative,Cooperative,4,CooperativeTradePolicy,19,6,0,2,3
500003,hoarding,Hoarding,0,HoardingTradePolicy,14,6,1,1,3
500003,hoarding,Hoarding,1,HoardingTradePolicy,39,14,3,3,4
500003,hoarding,Hoarding,2,HoardingTradePolicy,9,4,2,0,4
500003,hoarding,Hoarding,3,HoardingTradePolicy,17,4,1,1,9
500003,hoarding,Hoarding,4,HoardingTradePolicy,14,10,1,1,3
500003,mixed,Mixed,0,CompetitiveTradePolicy,34,14,3,2,8
500003,mixed,Mixed,1,CooperativeTradePolicy,12,6,3,0,5
500003,mixed,Mixed,2,FairnessSensitiveTradePolicy,6,7,1,0,7
500003,mixed,Mixed,3,SelfishTradePolicy,30,12,1,3,5
500003,mixed,Mixed,4,HoardingTradePolicy,18,7,0,2,2
500003,need_based_to_competitive,Need-based → competitive,0,CompetitiveTradePolicy,14,6,1,1,5
500003,need_based_to_competitive,Need-based → competitive,1,CompetitiveTradePolicy,23,12,3,1,4
500003,need_based_to_competitive,Need-based → competitive,2,CompetitiveTradePolicy,6,2,1,0,7
500003,need_based_to_competitive,Need-based → competitive,3,CompetitiveTradePolicy,17,5,1,1,10
500003,need_based_to_competitive,Need-based → competitive,4,CompetitiveTradePolicy,9,8,2,0,3
500003,cooperative_to_hoarding,Cooperative → hoarding,0,HoardingTradePolicy,33,12,2,3,4
500003,cooperative_to_hoarding,Cooperative → hoarding,1,HoardingTradePolicy,34,13,4,2,6
500003,cooperative_to_hoarding,Cooperative → hoarding,2,HoardingTradePolicy,9,3,1,0,6
500003,cooperative_to_hoarding,Cooperative → hoarding,3,HoardingTradePolicy,6,4,1,0,5
500003,cooperative_to_hoarding,Cooperative → hoarding,4,HoardingTradePolicy,6,4,1,0,4
500004,need_based,Need-based,0,NeedBasedTradePolicy,20,13,2,1,3
500004,need_based,Need-based,1,NeedBasedTradePolicy,14,7,1,1,4
500004,need_based,Need-based,2,NeedBasedTradePolicy,25,11,2,2,3
500004,need_based,Need-based,3,NeedBasedTradePolicy,23,13,3,1,8
500004,need_based,Need-based,4,NeedBasedTradePolicy,19,6,0,2,6
500004,cooperative,Cooperative,0,CooperativeTradePolicy,28,12,1,3,1
500004,cooperative,Cooperative,1,CooperativeTradePolicy,21,8,1,2,2
500004,cooperative,Cooperative,2,CooperativeTradePolicy,14,6,1,1,6
500004,cooperative,Cooperative,3,CooperativeTradePolicy,17,5,1,1,10
500004,cooperative,Cooperative,4,CooperativeTradePolicy,39,13,3,3,4
500004,hoarding,Hoarding,0,HoardingTradePolicy,25,8,2,2,6
500004,hoarding,Hoarding,1,HoardingTradePolicy,22,9,3,1,2
500004,hoarding,Hoarding,2,HoardingTradePolicy,22,7,1,2,3
500004,hoarding,Hoarding,3,HoardingTradePolicy,33,9,1,3,7
500004,hoarding,Hoarding,4,HoardingTradePolicy,14,6,1,1,4
500004,mixed,Mixed,0,HoardingTradePolicy,11,7,0,1,3
500004,mixed,Mixed,1,CompetitiveTradePolicy,20,14,2,1,6
500004,mixed,Mixed,2,CooperativeTradePolicy,22,6,1,2,5
500004,mixed,Mixed,3,SelfishTradePolicy,22,9,1,2,5
500004,mixed,Mixed,4,FairnessSensitiveTradePolicy,25,7,1,2,7
500004,need_based_to_competitive,Need-based → competitive,0,CompetitiveTradePolicy,20,12,2,1,5
500004,need_based_to_competitive,Need-based → competitive,1,CompetitiveTradePolicy,25,9,2,2,3
500004,need_based_to_competitive,Need-based → competitive,2,CompetitiveTradePolicy,27,10,0,3,4
500004,need_based_to_competitive,Need-based → competitive,3,CompetitiveTradePolicy,28,8,2,2,7
500004,need_based_to_competitive,Need-based → competitive,4,CompetitiveTradePolicy,22,7,1,2,5
500004,cooperative_to_hoarding,Cooperative → hoarding,0,HoardingTradePolicy,20,12,0,2,1
500004,cooperative_to_hoarding,Cooperative → hoarding,1,HoardingTradePolicy,6,7,1,0,6
500004,cooperative_to_hoarding,Cooperative → hoarding,2,HoardingTradePolicy,12,7,3,0,5
500004,cooperative_to_hoarding,Cooperative → hoarding,3,HoardingTradePolicy,33,10,1,3,9
500004,cooperative_to_hoarding,Cooperative → hoarding,4,HoardingTradePolicy,27,7,0,3,5
500005,need_based,Need-based,0,NeedBasedTradePolicy,17,4,1,1,6
500005,need_based,Need-based,1,NeedBasedTradePolicy,30,9,1,3,3
500005,need_based,Need-based,2,NeedBasedTradePolicy,11,5,0,1,5
500005,need_based,Need-based,3,NeedBasedTradePolicy,41,15,1,4,3
500005,need_based,Need-based,4,NeedBasedTradePolicy,22,8,1,2,3
500005,cooperative,Cooperative,0,CooperativeTradePolicy,17,13,2,1,0
500005,cooperative,Cooperative,1,CooperativeTradePolicy,25,11,0,3,1
500005,cooperative,Cooperative,2,CooperativeTradePolicy,3,4,0,0,5
500005,cooperative,Cooperative,3,CooperativeTradePolicy,25,6,1,2,7
500005,cooperative,Cooperative,4,CooperativeTradePolicy,11,7,0,1,4
500005,hoarding,Hoarding,0,HoardingTradePolicy,31,14,1,3,1
500005,hoarding,Hoarding,1,HoardingTradePolicy,35,11,0,4,5
500005,hoarding,Hoarding,2,HoardingTradePolicy,9,4,2,0,4
500005,hoarding,Hoarding,3,HoardingTradePolicy,22,5,0,2,8
500005,hoarding,Hoarding,4,HoardingTradePolicy,11,7,0,1,7
500005,mixed,Mixed,0,CompetitiveTradePolicy,23,10,2,1,7
500005,mixed,Mixed,1,FairnessSensitiveTradePolicy,33,10,0,4,1
500005,mixed,Mixed,2,CooperativeTradePolicy,3,5,0,0,6
500005,mixed,Mixed,3,SelfishTradePolicy,22,8,1,2,5
500005,mixed,Mixed,4,HoardingTradePolicy,11,5,0,1,6
500005,need_based_to_competitive,Need-based → competitive,0,CompetitiveTradePolicy,11,8,0,1,3
500005,need_based_to_competitive,Need-based → competitive,1,CompetitiveTradePolicy,22,8,1,2,6
500005,need_based_to_competitive,Need-based → competitive,2,CompetitiveTradePolicy,3,6,0,0,5
500005,need_based_to_competitive,Need-based → competitive,3,CompetitiveTradePolicy,22,7,0,2,7
500005,need_based_to_competitive,Need-based → competitive,4,CompetitiveTradePolicy,14,8,0,1,3
500005,cooperative_to_hoarding,Cooperative → hoarding,0,HoardingTradePolicy,15,10,1,1,1
500005,cooperative_to_hoarding,Cooperative → hoarding,1,HoardingTradePolicy,25,8,2,2,5
500005,cooperative_to_hoarding,Cooperative → hoarding,2,HoardingTradePolicy,3,4,0,0,5
500005,cooperative_to_hoarding,Cooperative → hoarding,3,HoardingTradePolicy,22,7,0,2,10
500005,cooperative_to_hoarding,Cooperative → hoarding,4,HoardingTradePolicy,17,7,2,1,3
500006,need_based,Need-based,0,NeedBasedTradePolicy,31,14,2,3,1
500006,need_based,Need-based,1,NeedBasedTradePolicy,39,15,2,3,5
500006,need_based,Need-based,2,NeedBasedTradePolicy,29,8,1,3,2
500006,need_based,Need-based,3,NeedBasedTradePolicy,33,11,2,3,5
500006,need_based,Need-based,4,NeedBasedTradePolicy,27,8,0,3,5
500006,cooperative,Cooperative,0,CooperativeTradePolicy,19,6,0,2,4
500006,cooperative,Cooperative,1,CooperativeTradePolicy,45,15,4,3,5
500006,cooperative,Cooperative,2,CooperativeTradePolicy,20,11,1,2,1
500006,cooperative,Cooperative,3,CooperativeTradePolicy,32,12,2,3,2
500006,cooperative,Cooperative,4,CooperativeTradePolicy,27,8,0,3,3
500006,hoarding,Hoarding,0,HoardingTradePolicy,14,9,2,1,0
500006,hoarding,Hoarding,1,HoardingTradePolicy,32,14,1,3,2
500006,hoarding,Hoarding,2,HoardingTradePolicy,17,8,2,1,7
500006,hoarding,Hoarding,3,HoardingTradePolicy,36,12,2,3,10
500006,hoarding,Hoarding,4,HoardingTradePolicy,14,6,1,1,5
500006,mixed,Mixed,0,CooperativeTradePolicy,2,10,0,0,2
500006,mixed,Mixed,1,HoardingTradePolicy,29,13,0,3,2
500006,mixed,Mixed,2,CompetitiveTradePolicy,19,6,0,2,6
500006,mixed,Mixed,3,SelfishTradePolicy,36,10,2,3,8
500006,mixed,Mixed,4,FairnessSensitiveTradePolicy,17,7,2,1,3
500006,need_based_to_competitive,Need-based → competitive,0,CompetitiveTradePolicy,25,10,2,2,4
500006,need_based_to_competitive,Need-based → competitive,1,CompetitiveTradePolicy,36,11,1,3,9
500006,need_based_to_competitive,Need-based → competitive,2,CompetitiveTradePolicy,14,7,1,1,3
500006,need_based_to_competitive,Need-based → competitive,3,CompetitiveTradePolicy,33,10,2,3,6
500006,need_based_to_competitive,Need-based → competitive,4,CompetitiveTradePolicy,11,11,0,1,4
500006,cooperative_to_hoarding,Cooperative → hoarding,0,HoardingTradePolicy,14,4,1,1,4
500006,cooperative_to_hoarding,Cooperative → hoarding,1,HoardingTradePolicy,44,16,2,4,4
500006,cooperative_to_hoarding,Cooperative → hoarding,2,HoardingTradePolicy,20,9,3,1,3
500006,cooperative_to_hoarding,Cooperative → hoarding,3,HoardingTradePolicy,30,8,0,3,6
500006,cooperative_to_hoarding,Cooperative → hoarding,4,HoardingTradePolicy,11,6,0,1,5
500007,need_based,Need-based,0,NeedBasedTradePolicy,36,15,2,3,5
500007,need_based,Need-based,1,NeedBasedTradePolicy,25,10,2,2,3
500007,need_based,Need-based,2,NeedBasedTradePolicy,22,8,1,2,3
500007,need_based,Need-based,3,NeedBasedTradePolicy,20,7,2,1,6
500007,need_based,Need-based,4,NeedBasedTradePolicy,34,9,0,4,2
500007,cooperative,Cooperative,0,CooperativeTradePolicy,40,17,6,2,4
500007,cooperative,Cooperative,1,CooperativeTradePolicy,33,13,2,3,3
500007,cooperative,Cooperative,2,CooperativeTradePolicy,14,6,1,1,6
500007,cooperative,Cooperative,3,CooperativeTradePolicy,15,7,3,0,6
500007,cooperative,Cooperative,4,CooperativeTradePolicy,14,5,1,1,4
500007,hoarding,Hoarding,0,HoardingTradePolicy,17,9,2,1,4
500007,hoarding,Hoarding,1,HoardingTradePolicy,20,6,2,1,8
500007,hoarding,Hoarding,2,HoardingTradePolicy,14,7,1,1,3
500007,hoarding,Hoarding,3,HoardingTradePolicy,14,4,1,1,7
500007,hoarding,Hoarding,4,HoardingTradePolicy,36,10,2,3,6
500007,mixed,Mixed,0,CooperativeTradePolicy,33,12,2,3,4
500007,mixed,Mixed,1,SelfishTradePolicy,33,12,1,3,3
500007,mixed,Mixed,2,HoardingTradePolicy,17,7,2,1,8
500007,mixed,Mixed,3,CompetitiveTradePolicy,14,5,0,1,8
500007,mixed,Mixed,4,FairnessSensitiveTradePolicy,38,12,1,4,3
500007,need_based_to_competitive,Need-based → competitive,0,CompetitiveTradePolicy,36,16,2,3,4
500007,need_based_to_competitive,Need-based → competitive,1,CompetitiveTradePolicy,22,10,1,2,6
500007,need_based_to_competitive,Need-based → competitive,2,CompetitiveTradePolicy,14,6,1,1,6
500007,need_based_to_competitive,Need-based → competitive,3,CompetitiveTradePolicy,9,5,1,0,8
500007,need_based_to_competitive,Need-based → competitive,4,CompetitiveTradePolicy,20,12,3,1,3
500007,cooperative_to_hoarding,Cooperative → hoarding,0,HoardingTradePolicy,34,16,4,2,4
500007,cooperative_to_hoarding,Cooperative → hoarding,1,HoardingTradePolicy,31,12,4,2,6
500007,cooperative_to_hoarding,Cooperative → hoarding,2,HoardingTradePolicy,6,4,1,0,5
500007,cooperative_to_hoarding,Cooperative → hoarding,3,HoardingTradePolicy,17,6,1,1,8
500007,cooperative_to_hoarding,Cooperative → hoarding,4,HoardingTradePolicy,11,5,0,1,5
500008,need_based,Need-based,0,NeedBasedTradePolicy,14,5,1,1,6
500008,need_based,Need-based,1,NeedBasedTradePolicy,28,10,2,2,9
500008,need_based,Need-based,2,NeedBasedTradePolicy,14,6,1,1,6
500008,need_based,Need-based,3,NeedBasedTradePolicy,25,9,2,2,6
500008,need_based,Need-based,4,NeedBasedTradePolicy,36,11,2,3,4
500008,cooperative,Cooperative,0,CooperativeTradePolicy,28,9,1,3,1
500008,cooperative,Cooperative,1,CooperativeTradePolicy,39,13,3,3,3
500008,cooperative,Cooperative,2,CooperativeTradePolicy,25,8,1,2,6
500008,cooperative,Cooperative,3,CooperativeTradePolicy,19,6,0,2,5
500008,cooperative,Cooperative,4,CooperativeTradePolicy,43,13,0,5,6
500008,hoarding,Hoarding,0,HoardingTradePolicy,24,9,2,2,2
500008,hoarding,Hoarding,1,HoardingTradePolicy,30,8,1,3,5
500008,hoarding,Hoarding,2,HoardingTradePolicy,14,4,0,1,8
500008,hoarding,Hoarding,3,HoardingTradePolicy,25,8,2,2,7
500008,hoarding,Hoarding,4,HoardingTradePolicy,17,9,1,1,7
500008,mixed,Mixed,0,CompetitiveTradePolicy,40,12,1,4,2
500008,mixed,Mixed,1,HoardingTradePolicy,30,9,1,3,6
500008,mixed,Mixed,2,SelfishTradePolicy,12,4,2,0,6
500008,mixed,Mixed,3,FairnessSensitiveTradePolicy,14,5,1,1,6
500008,mixed,Mixed,4,CooperativeTradePolicy,25,9,2,2,4
500008,need_based_to_competitive,Need-based → competitive,0,CompetitiveTradePolicy,14,5,1,1,6
500008,need_based_to_competitive,Need-based → competitive,1,CompetitiveTradePolicy,29,12,4,1,8
500008,need_based_to_competitive,Need-based → competitive,2,CompetitiveTradePolicy,14,5,1,1,5
500008,need_based_to_competitive,Need-based → competitive,3,CompetitiveTradePolicy,19,6,0,2,4
500008,need_based_to_competitive,Need-based → competitive,4,CompetitiveTradePolicy,35,10,0,4,6
500008,cooperative_to_hoarding,Cooperative → hoarding,0,HoardingTradePolicy,30,9,1,3,4
500008,cooperative_to_hoarding,Cooperative → hoarding,1,HoardingTradePolicy,34,13,4,2,3
500008,cooperative_to_hoarding,Cooperative → hoarding,2,HoardingTradePolicy,19,7,0,2,5
500008,cooperative_to_hoarding,Cooperative → hoarding,3,HoardingTradePolicy,17,5,1,1,8
500008,cooperative_to_hoarding,Cooperative → hoarding,4,HoardingTradePolicy,30,9,1,3,7
500009,need_based,Need-based,0,NeedBasedTradePolicy,32,14,1,3,2
500009,need_based,Need-based,1,NeedBasedTradePolicy,38,10,1,4,4
500009,need_based,Need-based,2,NeedBasedTradePolicy,14,6,1,1,4
500009,need_based,Need-based,3,NeedBasedTradePolicy,30,7,0,3,7
500009,need_based,Need-based,4,NeedBasedTradePolicy,30,8,1,3,3
500009,cooperative,Cooperative,0,CooperativeTradePolicy,11,5,0,1,4
500009,cooperative,Cooperative,1,CooperativeTradePolicy,49,13,1,5,4
500009,cooperative,Cooperative,2,CooperativeTradePolicy,25,8,1,2,4
500009,cooperative,Cooperative,3,CooperativeTradePolicy,35,12,0,4,4
500009,cooperative,Cooperative,4,CooperativeTradePolicy,14,6,1,1,3
500009,hoarding,Hoarding,0,HoardingTradePolicy,18,4,0,2,2
500009,hoarding,Hoarding,1,HoardingTradePolicy,20,15,2,1,4
500009,hoarding,Hoarding,2,HoardingTradePolicy,19,4,0,2,3
500009,hoarding,Hoarding,3,HoardingTradePolicy,22,6,0,2,12
500009,hoarding,Hoarding,4,HoardingTradePolicy,11,6,0,1,5
500009,mixed,Mixed,0,CompetitiveTradePolicy,25,8,2,2,5
500009,mixed,Mixed,1,FairnessSensitiveTradePolicy,23,9,3,1,4
500009,mixed,Mixed,2,CooperativeTradePolicy,11,3,0,1,5
500009,mixed,Mixed,3,SelfishTradePolicy,25,6,1,2,9
500009,mixed,Mixed,4,HoardingTradePolicy,5,6,1,0,2
500009,need_based_to_competitive,Need-based → competitive,0,CompetitiveTradePolicy,17,7,2,1,5
500009,need_based_to_competitive,Need-based → competitive,1,CompetitiveTradePolicy,38,14,3,3,2
500009,need_based_to_competitive,Need-based → competitive,2,CompetitiveTradePolicy,22,6,1,2,5
500009,need_based_to_competitive,Need-based → competitive,3,CompetitiveTradePolicy,33,10,1,3,5
500009,need_based_to_competitive,Need-based → competitive,4,CompetitiveTradePolicy,17,7,2,1,4
500009,cooperative_to_hoarding,Cooperative → hoarding,0,HoardingTradePolicy,11,5,0,1,5
500009,cooperative_to_hoarding,Cooperative → hoarding,1,HoardingTradePolicy,36,17,2,3,3
500009,cooperative_to_hoarding,Cooperative → hoarding,2,HoardingTradePolicy,14,4,1,1,5
500009,cooperative_to_hoarding,Cooperative → hoarding,3,HoardingTradePolicy,25,8,1,2,11
500009,cooperative_to_hoarding,Cooperative → hoarding,4,HoardingTradePolicy,6,3,1,0,4
500010,need_based,Need-based,0,NeedBasedTradePolicy,32,16,4,2,1
500010,need_based,Need-based,1,NeedBasedTradePolicy,6,11,1,0,3
500010,need_based,Need-based,2,NeedBasedTradePolicy,18,11,0,2,2
500010,need_based,Need-based,3,NeedBasedTradePolicy,41,13,1,4,4
500010,need_based,Need-based,4,NeedBasedTradePolicy,14,7,1,1,4
500010,cooperative,Cooperative,0,CooperativeTradePolicy,38,14,1,4,3
500010,cooperative,Cooperative,1,CooperativeTradePolicy,20,8,3,1,3
500010,cooperative,Cooperative,2,CooperativeTradePolicy,17,5,1,1,7
500010,cooperative,Cooperative,3,CooperativeTradePolicy,30,8,1,3,6
500010,cooperative,Cooperative,4,CooperativeTradePolicy,36,19,0,4,1
500010,hoarding,Hoarding,0,HoardingTradePolicy,31,15,4,2,0
500010,hoarding,Hoarding,1,HoardingTradePolicy,14,4,1,1,4
500010,hoarding,Hoarding,2,HoardingTradePolicy,9,5,2,0,4
500010,hoarding,Hoarding,3,HoardingTradePolicy,38,10,0,4,8
500010,hoarding,Hoarding,4,HoardingTradePolicy,25,9,0,3,1
500010,mixed,Mixed,0,FairnessSensitiveTradePolicy,33,13,2,3,3
500010,mixed,Mixed,1,SelfishTradePolicy,26,10,0,3,2
500010,mixed,Mixed,2,CooperativeTradePolicy,14,5,0,1,5
500010,mixed,Mixed,3,HoardingTradePolicy,44,14,3,4,0
500010,mixed,Mixed,4,CompetitiveTradePolicy,22,9,1,2,3
500010,need_based_to_competitive,Need-based → competitive,0,CompetitiveTradePolicy,28,16,0,3,1
500010,need_based_to_competitive,Need-based → competitive,1,CompetitiveTradePolicy,5,10,1,0,2
500010,need_based_to_competitive,Need-based → competitive,2,CompetitiveTradePolicy,17,10,2,1,3
500010,need_based_to_competitive,Need-based → competitive,3,CompetitiveTradePolicy,38,10,0,4,7
500010,need_based_to_competitive,Need-based → competitive,4,CompetitiveTradePolicy,17,6,2,1,3
500010,cooperative_to_hoarding,Cooperative → hoarding,0,HoardingTradePolicy,22,9,1,2,5
500010,cooperative_to_hoarding,Cooperative → hoarding,1,HoardingTradePolicy,9,8,2,0,4
500010,cooperative_to_hoarding,Cooperative → hoarding,2,HoardingTradePolicy,9,4,1,0,7
500010,cooperative_to_hoarding,Cooperative → hoarding,3,HoardingTradePolicy,35,10,0,4,7
500010,cooperative_to_hoarding,Cooperative → hoarding,4,HoardingTradePolicy,44,13,2,4,5
500011,need_based,Need-based,0,NeedBasedTradePolicy,44,15,2,4,3
500011,need_based,Need-based,1,NeedBasedTradePolicy,35,12,0,4,3
500011,need_based,Need-based,2,NeedBasedTradePolicy,38,11,0,4,3
500011,need_based,Need-based,3,NeedBasedTradePolicy,34,9,0,4,2
500011,need_based,Need-based,4,NeedBasedTradePolicy,30,8,1,3,3
500011,cooperative,Cooperative,0,CooperativeTradePolicy,22,8,1,2,6
500011,cooperative,Cooperative,1,CooperativeTradePolicy,32,11,0,4,0
500011,cooperative,Cooperative,2,CooperativeTradePolicy,17,11,1,1,4
500011,cooperative,Cooperative,3,CooperativeTradePolicy,14,5,0,1,7
500011,cooperative,Cooperative,4,CooperativeTradePolicy,22,7,1,2,3
500011,hoarding,Hoarding,0,HoardingTradePolicy,31,18,1,3,1
500011,hoarding,Hoarding,1,HoardingTradePolicy,22,6,1,2,4
500011,hoarding,Hoarding,2,HoardingTradePolicy,19,9,0,2,5
